symptoms_text,specialty
عندي ألم في الفقرات,عظام
الركبة بتوجعني أول ما أصحى من النوم,عظام
الركبة بتوجعني أول ما أصحى من النوم ومش عارف أعمل إيه,عظام
ضهري بيوجعني لما أقعد كتير,عظام
رجلي بتوجعني لما أطلع سلم بقالها فترة طويلة,عظام
عندي ألم في الفقرات بقالها فترة طويلة,عظام
ضهري بيوجعني لما أقعد كتير,عظام
عندي ألم في الفقرات ومش عارف أعمل إيه,عظام
ضهري بيوجعني لما أقعد كتير بقالها فترة طويلة,عظام
عندي ألم في الفقرات جدًا,عظام
ضهري بيوجعني لما أقعد كتير جدًا,عظام
مش قادر أرفع دراعي لفوق,عظام
رجلي بتوجعني لما أطلع سلم,عظام
رجلي بتوجعني لما أطلع سلم بقالها فترة طويلة,عظام
ضهري بيوجعني لما أقعد كتير جدًا,عظام
مش قادر أرفع دراعي لفوق بترجع تاني بعد ما تخف,عظام
رجلي بتوجعني لما أطلع سلم ومش عارف أعمل إيه,عظام
عندي ألم في الفقرات ومش عارف أعمل إيه,عظام
الركبة بتوجعني أول ما أصحى من النوم,عظام
ضهري بيوجعني لما أقعد كتير ومش عارف أعمل إيه,عظام
ضهري بيوجعني لما أقعد كتير بترجع تاني بعد ما تخف,عظام
ضهري بيوجعني لما أقعد كتير جدًا,عظام
الركبة بتوجعني أول ما أصحى من النوم بترجع تاني بعد ما تخف,عظام
عندي ألم في الفقرات جدًا,عظام
رجلي بتوجعني لما أطلع سلم بقالها فترة طويلة,عظام
مش قادر أرفع دراعي لفوق بترجع تاني بعد ما تخف,عظام
مش قادر أرفع دراعي لفوق,عظام
ضهري بيوجعني لما أقعد كتير بترجع تاني بعد ما تخف,عظام
رجلي بتوجعني لما أطلع سلم جدًا,عظام
عندي ألم في الفقرات بترجع تاني بعد ما تخف,عظام
الركبة بتوجعني أول ما أصحى من النوم بقالها فترة طويلة,عظام
مش قادر أرفع دراعي لفوق جدًا,عظام
مش قادر أرفع دراعي لفوق بقالها فترة طويلة,عظام
عندي ألم في الفقرات بقالها فترة طويلة,عظام
عندي ألم في الفقرات بترجع تاني بعد ما تخف,عظام
مش قادر أرفع دراعي لفوق,عظام
مش قادر أرفع دراعي لفوق,عظام
مش قادر أرفع دراعي لفوق بقالها فترة طويلة,عظام
مش قادر أرفع دراعي لفوق ومش عارف أعمل إيه,عظام
عندي ألم في الفقرات,عظام
ضهري بيوجعني لما أقعد كتير,عظام
عندي ألم في الفقرات جدًا,عظام
مش قادر أرفع دراعي لفوق ومش عارف أعمل إيه,عظام
رجلي بتوجعني لما أطلع سلم بقالها فترة طويلة,عظام
ضهري بيوجعني لما أقعد كتير بقالها فترة طويلة,عظام
عندي ألم في الفقرات,عظام
عندي ألم في الفقرات,عظام
الركبة بتوجعني أول ما أصحى من النوم جدًا,عظام
عندي ألم في الفقرات ومش عارف أعمل إيه,عظام
الركبة بتوجعني أول ما أصحى من النوم,عظام
عندي ألم في الفقرات بقالها فترة طويلة,عظام
ضهري بيوجعني لما أقعد كتير ومش عارف أعمل إيه,عظام
مش قادر أرفع دراعي لفوق ومش عارف أعمل إيه,عظام
عندي ألم في الفقرات بقالها فترة طويلة,عظام
مش قادر أرفع دراعي لفوق,عظام
عندي ألم في الفقرات بترجع تاني بعد ما تخف,عظام
الركبة بتوجعني أول ما أصحى من النوم,عظام
الركبة بتوجعني أول ما أصحى من النوم,عظام
الركبة بتوجعني أول ما أصحى من النوم جدًا,عظام
عندي ألم في الفقرات بقالها فترة طويلة,عظام
ضهري بيوجعني لما أقعد كتير جدًا,عظام
مش قادر أرفع دراعي لفوق جدًا,عظام
ضهري بيوجعني لما أقعد كتير جدًا,عظام
الركبة بتوجعني أول ما أصحى من النوم,عظام
ضهري بيوجعني لما أقعد كتير بترجع تاني بعد ما تخف,عظام
مش قادر أرفع دراعي لفوق بقالها فترة طويلة,عظام
ضهري بيوجعني لما أقعد كتير جدًا,عظام
الركبة بتوجعني أول ما أصحى من النوم ومش عارف أعمل إيه,عظام
رجلي بتوجعني لما أطلع سلم ومش عارف أعمل إيه,عظام
عندي ألم في الفقرات بقالها فترة طويلة,عظام
عندي ألم في الفقرات,عظام
مش قادر أرفع دراعي لفوق ومش عارف أعمل إيه,عظام
مش قادر أرفع دراعي لفوق ومش عارف أعمل إيه,عظام
ضهري بيوجعني لما أقعد كتير ومش عارف أعمل إيه,عظام
مش قادر أرفع دراعي لفوق بترجع تاني بعد ما تخف,عظام
مش قادر أرفع دراعي لفوق جدًا,عظام
مش قادر أرفع دراعي لفوق بترجع تاني بعد ما تخف,عظام
مش قادر أرفع دراعي لفوق بترجع تاني بعد ما تخف,عظام
مش قادر أرفع دراعي لفوق ومش عارف أعمل إيه,عظام
رجلي بتوجعني لما أطلع سلم جدًا,عظام
رجلي بتوجعني لما أطلع سلم جدًا,عظام
رجلي بتوجعني لما أطلع سلم جدًا,عظام
ضهري بيوجعني لما أقعد كتير بقالها فترة طويلة,عظام
ضهري بيوجعني لما أقعد كتير جدًا,عظام
مش قادر أرفع دراعي لفوق بترجع تاني بعد ما تخف,عظام
الركبة بتوجعني أول ما أصحى من النوم بقالها فترة طويلة,عظام
عندي ألم في الفقرات جدًا,عظام
مش قادر أرفع دراعي لفوق بترجع تاني بعد ما تخف,عظام
مش قادر أرفع دراعي لفوق بترجع تاني بعد ما تخف,عظام
الركبة بتوجعني أول ما أصحى من النوم بترجع تاني بعد ما تخف,عظام
ضهري بيوجعني لما أقعد كتير,عظام
مش قادر أرفع دراعي لفوق جدًا,عظام
رجلي بتوجعني لما أطلع سلم ومش عارف أعمل إيه,عظام
ضهري بيوجعني لما أقعد كتير بترجع تاني بعد ما تخف,عظام
مش قادر أرفع دراعي لفوق ومش عارف أعمل إيه,عظام
رجلي بتوجعني لما أطلع سلم جدًا,عظام
رجلي بتوجعني لما أطلع سلم بقالها فترة طويلة,عظام
رجلي بتوجعني لما أطلع سلم جدًا,عظام
مش قادر أرفع دراعي لفوق ومش عارف أعمل إيه,عظام
ضهري بيوجعني لما أقعد كتير بترجع تاني بعد ما تخف,عظام
الركبة بتوجعني أول ما أصحى من النوم جدًا,عظام
ضهري بيوجعني لما أقعد كتير ومش عارف أعمل إيه,عظام
ضهري بيوجعني لما أقعد كتير,عظام
رجلي بتوجعني لما أطلع سلم ومش عارف أعمل إيه,عظام
عندي ألم في الفقرات بترجع تاني بعد ما تخف,عظام
عندي ألم في الفقرات بقالها فترة طويلة,عظام
ضهري بيوجعني لما أقعد كتير,عظام
مش قادر أرفع دراعي لفوق ومش عارف أعمل إيه,عظام
مش قادر أرفع دراعي لفوق ومش عارف أعمل إيه,عظام
عندي ألم في الفقرات بترجع تاني بعد ما تخف,عظام
رجلي بتوجعني لما أطلع سلم جدًا,عظام
عندي ألم في الفقرات جدًا,عظام
رجلي بتوجعني لما أطلع سلم جدًا,عظام
الركبة بتوجعني أول ما أصحى من النوم ومش عارف أعمل إيه,عظام
ضهري بيوجعني لما أقعد كتير ومش عارف أعمل إيه,عظام
الركبة بتوجعني أول ما أصحى من النوم ومش عارف أعمل إيه,عظام
الركبة بتوجعني أول ما أصحى من النوم بترجع تاني بعد ما تخف,عظام
ضهري بيوجعني لما أقعد كتير,عظام
ضهري بيوجعني لما أقعد كتير جدًا,عظام
رجلي بتوجعني لما أطلع سلم,عظام
الركبة بتوجعني أول ما أصحى من النوم جدًا,عظام
عندي ألم في الفقرات جدًا,عظام
مش قادر أرفع دراعي لفوق بقالها فترة طويلة,عظام
رجلي بتوجعني لما أطلع سلم ومش عارف أعمل إيه,عظام
الركبة بتوجعني أول ما أصحى من النوم,عظام
ضهري بيوجعني لما أقعد كتير جدًا,عظام
عندي ألم في الفقرات جدًا,عظام
مش قادر أرفع دراعي لفوق,عظام
عندي ألم في الفقرات بقالها فترة طويلة,عظام
عندي ألم في الفقرات بقالها فترة طويلة,عظام
ضهري بيوجعني لما أقعد كتير,عظام
الركبة بتوجعني أول ما أصحى من النوم جدًا,عظام
عندي ألم في الفقرات جدًا,عظام
